Set	a	b	c	d	e	rs	rp
Set10018	0.06367184971644557	0.11067529840294443	0.05405919688863936	0.08393798830017007	0.07013767316175179	0.9999999999999998	0.9604682150263146
Set10019	0.07724036396458533	0.13269702992725974	0.03589455352813897	0.05201329287677314	0.07826182130335846	0.9999999999999998	0.9459248604824522
Set10020	0.11596764309762886	0.04456179919464953	0.11076494013559257	0.06727018646472105	0.05363794028525082	0.7999999999999998	0.8911069553327312
Set10021	0.08754184877054916	0.042727595410662955	0.054328791982398594	0.07466968621589509	0.04313154866635416	0.9999999999999998	0.9616264520702917
Set10022	0.13920887908256696	0.06434264231515119	0.057889936059451474	0.12711120512520335	0.19570631752313483	0.8999999999999998	0.9521334066234873
Set10023	0.11450954883424846	0.07228730556933516	0.041597443147751156	0.047588073999577096	0.08595662232326162	0.9999999999999998	0.9815503403569614
Set10024	0.20748983953296518	0.03656443641702667	0.06314662536284477	0.16926419983104812	0.07984787460217069	0.9999999999999998	0.9659850819149983
Set10025	0.07352577917995895	0.13593932355107918	0.06879528106882427	0.04449053411182846	0.041481576535987386	0.9999999999999998	0.906132584521394
Set10026	0.2573709467368689	0.30809222717340223	0.12309362270053392	0.16453802978209042	0.07572389355016562	0.9999999999999998	0.9904279200067649
Set10027	0.04789533845822924	0.11118677015279932	0.17680269377181845	0.11217704308904874	0.0645816429002527	0.9999999999999998	0.960548690844149
Set10028	0.09216790573758193	0.102934102485849	0.04867604234616252	0.06288035726357333	0.03750137237438844	0.8999999999999998	0.9245519788190877
Set10029	0.06329902547982347	0.1725124704040355	0.09974378953045504	0.04327583759926579	0.11299510491041964	0.9999999999999998	0.9755796896634683
Set10030	0.06663036413426127	0.2515753602621079	0.19518484354949628	0.11946795619580464	0.07565305562919356	0.9999999999999998	0.970625393249993
Set10031	0.25672669870937515	0.21280839761102244	0.15820940892707558	0.10189235273460095	0.10373633176690178	0.8999999999999998	0.9701222300420709
Set10032	0.12593511367202004	0.0735764734392722	0.06051343743509585	0.07986388417684698	0.1187361905975376	0.9999999999999998	0.9624477726041021
Set10033	0.3115999534553391	0.06204228004204393	0.19154286287168087	0.21749579339319136	0.1183810385432944	0.9999999999999998	0.9892708137709961
Set10034	0.07323462870505293	0.040758296794282	0.08352882178160848	0.11849182485590426	0.04754099112416654	0.8999999999999998	0.9390220500971217
Set10035	0.08012750967514115	0.11046327284346558	0.1459118452088194	0.06240562744605849	0.11025245535428374	0.9999999999999998	0.9729783204539578
Set10036	0.0410636106124328	0.059282104957944504	0.05039347643028558	0.08726620500049864	0.06264645800125479	0.7999999999999998	0.8388999337603258
Set10037	0.16195348398046527	0.05458836937842659	0.1726491809970364	0.09962807264027607	0.06747127607549619	0.8999999999999998	0.9391656952679847
Set10038	0.03804979096808547	0.10798013042408061	0.06017355543779768	0.054154020468162534	0.11684907140219969	0.8999999999999998	0.931951771649528
Set10039	0.2067009304680537	0.103082265145653	0.08070279538758474	0.15375092730369888	0.05066475706798079	0.9999999999999998	0.9849392234993348
Set10040	0.05815146536962734	0.10119997365169364	0.08797220300642683	0.07527028021695226	0.05755528177843294	0.7999999999999998	0.7236130703705385
Set10041	0.152159185337161	0.10310972380341377	0.1153441339239718	0.06817375583739016	0.07746888686233933	0.9999999999999998	0.9776287385012968
Set10042	0.036181057172531506	0.05519897410807462	0.04581169798578277	0.12107455147028245	0.08631687337458516	0.9999999999999998	0.9581680097851235
Set10043	0.055180591748492436	0.06558914297829443	0.05886383297803788	0.08098112048217143	0.04428736111809095	0.8999999999999998	0.897115508069364
Set10044	0.10551000390114773	0.11969366550533056	0.07802608975657177	0.04902290751087646	0.036202180225781255	0.9999999999999998	0.9913500485646901
Set10045	0.08442384240534295	0.04790228955835629	0.07953596605219815	0.037195779031338194	0.04732301765048175	0.8999999999999998	0.9070356679059803
Set10046	0.05283677525481101	0.08220498223651307	0.06393648490762882	0.04507859064924136	0.07981165997946471	0.8999999999999998	0.8285953628819979
Set10047	0.14159589697444852	0.10287556696687772	0.08179759493041128	0.06520057380136546	0.05543746770171587	0.9999999999999998	0.9683252771023343
Set10048	0.06403613998112545	0.03703851537620084	0.09597378997726491	0.12019468822724622	0.07905100484806227	0.8999999999999998	0.910116758038379
Set10049	0.043378534245863576	0.07888099559425688	0.0956627017922318	0.04509349370982185	0.07235725340289201	0.8999999999999998	0.959208271107169
